transaction_id,txn_date,preparer_id,approver_id,account,amount,description
T004271,2025-12-28,U0337,,6060-Marketing,923.62,Marketing charge
T004272,2026-02-24,U0172,,6060-Marketing,644.21,Marketing charge
T004273,2026-08-24,U0262,,6010-Office Supplies,148.53,Office Supplies charge
T004274,2025-12-05,U0274,,6090-Equipment,166.65,Equipment charge
T004275,2026-01-05,U0117,U0082,6080-Consulting,169.57,Consulting charge
T004276,2026-08-08,U0053,,6060-Marketing,556.46,Marketing charge
T004277,2025-11-25,U0245,U0247,6070-Utilities,247.41,Utilities charge
T004278,2026-05-22,U0021,,6050-Facilities,848.5,Facilities charge
T004279,2026-04-15,U0384,,6070-Utilities,21.33,Utilities charge
T004280,2026-04-06,U0039,,6100-Freight & Shipping,191.99,Freight & Shipping charge
T004281,2026-01-02,U0249,U0361,6010-Office Supplies,142.79,Office Supplies charge
T004282,2026-02-20,U0347,,6020-Travel & Entertainment,371.68,Travel & Entertainment charge
T004283,2026-02-07,U0039,,6060-Marketing,272.64,Marketing charge
T004284,2026-06-30,U0356,,6090-Equipment,1185.15,Equipment charge
T004285,2026-08-27,U0395,,6070-Utilities,63.73,Utilities charge
T004286,2025-11-28,U0061,U0307,6040-IT Software,518.03,IT Software charge
T004287,2026-05-30,U0320,,6010-Office Supplies,910.66,Office Supplies charge
T004288,2026-08-03,U0055,U0214,6050-Facilities,3798.31,Facilities charge
T004289,2026-01-03,U0352,U0397,6070-Utilities,290.05,Utilities charge
T004290,2026-06-11,U0086,U0143,6030-Professional Fees,704.09,Professional Fees charge
T004291,2025-11-07,U0146,,6080-Consulting,67.75,Consulting charge
T004292,2026-04-27,U0217,U0187,6030-Professional Fees,35.48,Professional Fees charge
T004293,2026-06-30,U0166,,6010-Office Supplies,1247.94,Office Supplies charge
T004294,2025-10-14,U0114,U0171,6090-Equipment,489.74,Equipment charge
T004295,2026-04-12,U0143,,6100-Freight & Shipping,1801.48,Freight & Shipping charge
T004296,2025-09-20,U0052,,6030-Professional Fees,108.77,Professional Fees charge
T004297,2025-10-31,U0279,,6020-Travel & Entertainment,872.96,Travel & Entertainment charge
T004298,2026-06-27,U0398,,6020-Travel & Entertainment,3849.5,Travel & Entertainment charge
T004299,2025-11-04,U0350,,6070-Utilities,781.86,Utilities charge
T004300,2026-04-20,U0041,,6040-IT Software,667.97,IT Software charge
T004301,2025-11-12,U0247,U0292,6100-Freight & Shipping,497.41,Freight & Shipping charge
T004302,2025-12-27,U0282,U0318,6100-Freight & Shipping,87.53,Freight & Shipping charge
T004303,2026-03-23,U0142,,6100-Freight & Shipping,2188.85,Freight & Shipping charge
T004304,2025-12-21,U0256,,6080-Consulting,251.65,Consulting charge
T004305,2026-03-03,U0020,,6030-Professional Fees,858.28,Professional Fees charge
T004306,2025-09-01,U0281,,6080-Consulting,88.29,Consulting charge
T004307,2026-07-14,U0344,U0146,6020-Travel & Entertainment,134.64,Travel & Entertainment charge
T004308,2026-08-01,U0100,,6010-Office Supplies,4900.0,Office Supplies charge
T004309,2026-06-14,U0139,U0124,6080-Consulting,2388.92,Consulting charge
T004310,2026-07-24,U0175,U0179,6060-Marketing,336.29,Marketing charge
T004311,2026-03-24,U0291,U0382,6080-Consulting,2437.19,Consulting charge
T004312,2026-01-18,U0032,,6010-Office Supplies,452.12,Office Supplies charge
T004313,2026-01-18,U0120,,6070-Utilities,64.97,Utilities charge
T004314,2026-01-31,U0200,,6020-Travel & Entertainment,1314.58,Travel & Entertainment charge
T004315,2026-04-06,U0137,U0140,6090-Equipment,257.53,Equipment charge
T004316,2026-08-07,U0317,U0177,6030-Professional Fees,1062.69,Professional Fees charge
T004317,2026-01-03,U0061,U0316,6040-IT Software,506.61,IT Software charge
T004318,2026-01-03,U0100,,6030-Professional Fees,4995.0,Professional Fees charge
T004319,2026-08-17,U0115,,6020-Travel & Entertainment,90.25,Travel & Entertainment charge
T004320,2025-11-02,U0301,,6070-Utilities,590.36,Utilities charge
T004321,2026-06-03,U0136,U0382,6100-Freight & Shipping,5518.41,Freight & Shipping charge
T004322,2026-01-04,U0277,,6070-Utilities,847.5,Utilities charge
T004323,2026-07-01,U0295,,6050-Facilities,462.54,Facilities charge
T004324,2025-09-24,U0108,U0148,6010-Office Supplies,1608.21,Office Supplies charge
T004325,2025-09-26,U0061,,6080-Consulting,621.25,Consulting charge
T004326,2026-01-02,U0251,,6050-Facilities,620.48,Facilities charge
T004327,2026-08-01,U0021,,6090-Equipment,148.3,Equipment charge
T004328,2026-06-27,U0039,,6080-Consulting,4950.0,Consulting charge
T004329,2026-01-14,U0362,,6050-Facilities,637.3,Facilities charge
T004330,2026-07-08,U0243,,6080-Consulting,1539.15,Consulting charge
T004331,2026-03-19,U0191,,6020-Travel & Entertainment,196.44,Travel & Entertainment charge
T004332,2025-10-11,U0288,,6040-IT Software,2361.25,IT Software charge
T004333,2026-08-19,U0069,,6090-Equipment,445.47,Equipment charge
T004334,2026-01-02,U0246,U0232,6100-Freight & Shipping,185.57,Freight & Shipping charge
T004335,2026-04-14,U0219,U0208,6090-Equipment,1476.45,Equipment charge
T004336,2025-12-16,U0286,,6080-Consulting,359.43,Consulting charge
T004337,2026-05-03,U0302,U0082,6050-Facilities,1136.22,Facilities charge
T004338,2026-08-18,U0126,,6050-Facilities,357.48,Facilities charge
T004339,2026-01-31,U0171,U0247,6070-Utilities,461.37,Utilities charge
T004340,2025-12-21,U0119,,6010-Office Supplies,848.03,Office Supplies charge
T004341,2026-04-23,U0045,,6070-Utilities,678.57,Utilities charge
T004342,2026-07-18,U0103,U0132,6020-Travel & Entertainment,54.87,Travel & Entertainment charge
T004343,2026-07-05,U0067,,6070-Utilities,143.54,Utilities charge
T004344,2026-04-01,U0121,,6050-Facilities,1369.71,Facilities charge
T004345,2026-02-08,U0222,,6070-Utilities,426.09,Utilities charge
T004346,2026-05-20,U0342,U0318,6080-Consulting,276.97,Consulting charge
T004347,2025-12-28,U0322,,6010-Office Supplies,110.56,Office Supplies charge
T004348,2026-08-16,U0281,U0131,6100-Freight & Shipping,150.25,Freight & Shipping charge
T004349,2026-02-24,U0049,,6100-Freight & Shipping,53.3,Freight & Shipping charge
T004350,2026-08-28,U0086,,6100-Freight & Shipping,440.8,Freight & Shipping charge
T004351,2025-09-30,U0279,U0041,6070-Utilities,255.12,Utilities charge
T004352,2026-01-14,U0030,,6010-Office Supplies,170.16,Office Supplies charge
T004353,2026-06-24,U0086,,6020-Travel & Entertainment,457.17,Travel & Entertainment charge
T004354,2026-05-21,U0075,U0114,6030-Professional Fees,735.37,Professional Fees charge
T004355,2025-10-15,U0016,,6090-Equipment,4927.16,Equipment charge
T004356,2026-07-31,U0232,,6010-Office Supplies,93.4,Office Supplies charge
T004357,2026-04-18,U0395,,6090-Equipment,1763.96,Equipment charge
T004358,2026-08-02,U0300,,6050-Facilities,1437.14,Facilities charge
T004359,2026-06-25,U0162,,6100-Freight & Shipping,209.14,Freight & Shipping charge
T004360,2025-11-22,U0178,U0159,6030-Professional Fees,616.19,Professional Fees charge
T004361,2026-03-29,U0315,,6060-Marketing,297.85,Marketing charge
T004362,2026-06-11,U0058,U0009,6100-Freight & Shipping,604.41,Freight & Shipping charge
T004363,2025-10-10,U0250,,6080-Consulting,2591.63,Consulting charge
T004364,2026-03-28,U0177,,6040-IT Software,959.26,IT Software charge
T004365,2025-11-26,U0058,,6100-Freight & Shipping,862.18,Freight & Shipping charge
T004366,2026-04-18,U0202,,6030-Professional Fees,306.94,Professional Fees charge
T004367,2026-04-03,U0062,,6100-Freight & Shipping,96.31,Freight & Shipping charge
T004368,2026-06-15,U0281,,6090-Equipment,391.77,Equipment charge
T004369,2026-05-28,U0123,,6100-Freight & Shipping,1858.02,Freight & Shipping charge
T004370,2026-03-20,U0036,U0032,6090-Equipment,91.85,Equipment charge
T004371,2025-12-16,U0068,,6010-Office Supplies,154.38,Office Supplies charge
T004372,2026-02-26,U0285,,6040-IT Software,566.17,IT Software charge
T004373,2026-03-19,U0068,,6040-IT Software,166.81,IT Software charge
T004374,2025-11-01,U0243,,6040-IT Software,206.07,IT Software charge
T004375,2026-02-16,U0303,,6050-Facilities,309.22,Facilities charge
T004376,2026-02-06,U0031,U0394,6100-Freight & Shipping,109.71,Freight & Shipping charge
T004377,2026-07-05,U0096,,6060-Marketing,168.76,Marketing charge
T004378,2026-05-16,U0188,,6040-IT Software,1068.24,IT Software charge
T004379,2026-08-15,U0135,,6100-Freight & Shipping,116.97,Freight & Shipping charge
T004380,2025-11-18,U0073,,6080-Consulting,84.97,Consulting charge
T004381,2026-07-07,U0126,,6030-Professional Fees,246.4,Professional Fees charge
T004382,2025-10-25,U0193,U0349,6080-Consulting,1102.3,Consulting charge
T004383,2026-02-13,U0108,U0147,6090-Equipment,396.78,Equipment charge
T004384,2026-04-04,U0285,U0107,6030-Professional Fees,295.59,Professional Fees charge
T004385,2026-03-27,U0111,,6010-Office Supplies,517.39,Office Supplies charge
T004386,2026-06-20,U0134,U0121,6100-Freight & Shipping,72.22,Freight & Shipping charge
T004387,2026-01-07,U0320,,6060-Marketing,849.1,Marketing charge
T004388,2025-09-27,U0126,,6100-Freight & Shipping,751.28,Freight & Shipping charge
T004389,2026-07-04,U0272,,6070-Utilities,314.12,Utilities charge
T004390,2025-09-24,U0362,,6100-Freight & Shipping,1489.98,Freight & Shipping charge
T004391,2026-06-24,U0207,,6090-Equipment,142.56,Equipment charge
T004392,2026-06-15,U0024,U0066,6100-Freight & Shipping,1703.94,Freight & Shipping charge
T004393,2026-05-06,U0266,,6040-IT Software,584.02,IT Software charge
T004394,2026-04-03,U0056,U0121,6070-Utilities,340.29,Utilities charge
T004395,2026-07-16,U0125,,6080-Consulting,482.09,Consulting charge
T004396,2026-05-03,U0021,,6030-Professional Fees,437.91,Professional Fees charge
T004397,2025-09-06,U0167,,6030-Professional Fees,1886.18,Professional Fees charge
T004398,2025-11-27,U0377,,6050-Facilities,150.75,Facilities charge
T004399,2025-10-02,U0132,U0136,6070-Utilities,212.99,Utilities charge
T004400,2026-02-08,U0251,U0315,6050-Facilities,1540.61,Facilities charge
T004401,2026-07-30,U0061,U0320,6050-Facilities,255.93,Facilities charge
T004402,2025-11-19,U0154,U0212,6010-Office Supplies,1326.88,Office Supplies charge
T004403,2026-08-24,U0008,,6100-Freight & Shipping,3195.12,Freight & Shipping charge
T004404,2025-10-31,U0055,U0191,6090-Equipment,316.72,Equipment charge
T004405,2026-01-19,U0241,,6010-Office Supplies,1042.63,Office Supplies charge
T004406,2026-02-06,U0062,,6080-Consulting,138.51,Consulting charge
T004407,2026-08-28,U0361,,6020-Travel & Entertainment,1130.26,Travel & Entertainment charge
T004408,2026-02-07,U0180,,6030-Professional Fees,613.61,Professional Fees charge
T004409,2026-08-17,U0056,,6100-Freight & Shipping,829.1,Freight & Shipping charge
T004410,2026-03-17,U0105,,6020-Travel & Entertainment,242.23,Travel & Entertainment charge
T004411,2025-09-14,U0045,,6040-IT Software,79.27,IT Software charge
T004412,2025-12-02,U0152,U0371,6100-Freight & Shipping,857.12,Freight & Shipping charge
T004413,2026-01-02,U0103,,6080-Consulting,50.92,Consulting charge
T004414,2026-08-06,U0336,,6070-Utilities,347.55,Utilities charge
T004415,2026-02-25,U0327,,6040-IT Software,1387.56,IT Software charge
T004416,2026-01-07,U0327,,6020-Travel & Entertainment,608.56,Travel & Entertainment charge
T004417,2025-12-08,U0313,,6100-Freight & Shipping,4201.42,Freight & Shipping charge
T004418,2026-02-04,U0133,,6030-Professional Fees,1521.76,Professional Fees charge
T004419,2026-01-29,U0088,,6010-Office Supplies,240.02,Office Supplies charge
T004420,2025-12-06,U0296,U0170,6050-Facilities,507.78,Facilities charge
T004421,2026-05-23,U0394,,6090-Equipment,467.73,Equipment charge
T004422,2025-12-16,U0147,,6080-Consulting,86.45,Consulting charge
T004423,2026-03-15,U0303,U0027,6070-Utilities,175.14,Utilities charge
T004424,2026-04-11,U0293,U0143,6060-Marketing,265.91,Marketing charge
T004425,2025-11-30,U0323,,6070-Utilities,52.47,Utilities charge
T004426,2026-02-16,U0319,U0192,6060-Marketing,519.18,Marketing charge
T004427,2026-06-23,U0017,,6060-Marketing,374.66,Marketing charge
T004428,2026-07-22,U0322,,6090-Equipment,78.24,Equipment charge
T004429,2026-01-18,U0352,,6080-Consulting,768.65,Consulting charge
T004430,2026-06-19,U0143,,6070-Utilities,1082.97,Utilities charge
T004431,2026-01-24,U0245,,6060-Marketing,632.54,Marketing charge
T004432,2026-03-27,U0272,,6060-Marketing,344.99,Marketing charge
T004433,2025-11-09,U0117,,6040-IT Software,4999.0,IT Software charge
T004434,2025-12-18,U0263,,6050-Facilities,944.43,Facilities charge
T004435,2026-07-28,U0353,,6070-Utilities,1041.32,Utilities charge
T004436,2026-04-09,U0251,,6080-Consulting,691.0,Consulting charge
T004437,2026-04-22,U0148,U0376,6010-Office Supplies,198.92,Office Supplies charge
T004438,2026-04-10,U0017,,6100-Freight & Shipping,667.98,Freight & Shipping charge
T004439,2026-04-14,U0362,,6020-Travel & Entertainment,1835.42,Travel & Entertainment charge
T004440,2026-05-27,U0125,,6050-Facilities,255.62,Facilities charge
T004441,2025-10-23,U0259,,6060-Marketing,4952.92,Marketing charge
T004442,2026-05-17,U0039,,6060-Marketing,4950.0,Marketing charge
T004443,2026-08-18,U0016,,6020-Travel & Entertainment,276.39,Travel & Entertainment charge
T004444,2026-06-16,U0149,,6030-Professional Fees,510.63,Professional Fees charge
T004445,2026-07-10,U0211,,6070-Utilities,235.16,Utilities charge
T004446,2026-02-13,U0159,,6010-Office Supplies,629.92,Office Supplies charge
T004447,2026-08-29,U0236,U0193,6100-Freight & Shipping,72.5,Freight & Shipping charge
T004448,2025-09-24,U0176,,6030-Professional Fees,270.25,Professional Fees charge
T004449,2025-12-01,U0151,,6090-Equipment,148.22,Equipment charge
T004450,2026-06-28,U0309,,6030-Professional Fees,571.85,Professional Fees charge
T004451,2026-02-01,U0073,,6010-Office Supplies,1471.29,Office Supplies charge
T004452,2026-01-02,U0398,,6090-Equipment,1002.86,Equipment charge
T004453,2026-04-08,U0284,,6030-Professional Fees,36.28,Professional Fees charge
T004454,2026-05-22,U0171,,6020-Travel & Entertainment,4657.7,Travel & Entertainment charge
T004455,2026-05-23,U0143,,6050-Facilities,681.85,Facilities charge
T004456,2026-06-14,U0235,U0297,6010-Office Supplies,209.74,Office Supplies charge
T004457,2025-12-23,U0201,U0049,6010-Office Supplies,585.72,Office Supplies charge
T004458,2026-04-13,U0084,,6090-Equipment,598.13,Equipment charge
T004459,2026-08-29,U0039,,6040-IT Software,4999.0,IT Software charge
T004460,2026-05-27,U0201,U0125,6070-Utilities,236.62,Utilities charge
T004461,2026-02-15,U0222,,6070-Utilities,612.6,Utilities charge
T004462,2025-12-20,U0245,U0367,6050-Facilities,252.59,Facilities charge
T004463,2026-01-11,U0344,,6070-Utilities,315.83,Utilities charge
T004464,2025-12-29,U0140,,6020-Travel & Entertainment,231.62,Travel & Entertainment charge
T004465,2025-12-10,U0089,,6040-IT Software,101.91,IT Software charge
T004466,2026-05-03,U0054,U0074,6010-Office Supplies,578.49,Office Supplies charge
T004467,2026-02-02,U0258,,6050-Facilities,938.07,Facilities charge
T004468,2025-11-28,U0248,,6070-Utilities,868.16,Utilities charge
T004469,2026-04-16,U0225,U0356,6090-Equipment,1214.29,Equipment charge
T004470,2026-07-07,U0319,U0286,6080-Consulting,704.0,Consulting charge
T004471,2026-07-11,U0215,,6050-Facilities,274.24,Facilities charge
T004472,2026-05-16,U0163,,6060-Marketing,1240.95,Marketing charge
T004473,2026-04-17,U0112,,6080-Consulting,110.69,Consulting charge
T004474,2026-01-01,U0021,,6080-Consulting,182.96,Consulting charge
T004475,2026-01-23,U0275,U0278,6010-Office Supplies,170.61,Office Supplies charge
T004476,2026-04-28,U0243,,6060-Marketing,1616.57,Marketing charge
T004477,2025-12-12,U0201,,6050-Facilities,1390.01,Facilities charge
T004478,2025-12-16,U0273,,6040-IT Software,842.22,IT Software charge
T004479,2026-07-27,U0024,U0026,6010-Office Supplies,1602.18,Office Supplies charge
T004480,2026-03-10,U0236,,6070-Utilities,187.31,Utilities charge
T004481,2026-01-27,U0138,,6050-Facilities,723.03,Facilities charge
T004482,2026-08-02,U0188,,6070-Utilities,429.37,Utilities charge
T004483,2025-12-12,U0106,,6030-Professional Fees,1250.84,Professional Fees charge
T004484,2026-07-21,U0024,U0270,6010-Office Supplies,434.09,Office Supplies charge
T004485,2026-06-20,U0021,,6020-Travel & Entertainment,322.65,Travel & Entertainment charge
T004486,2026-06-27,U0174,U0349,6060-Marketing,893.37,Marketing charge
T004487,2026-05-15,U0347,,6100-Freight & Shipping,1291.79,Freight & Shipping charge
T004488,2025-10-12,U0177,,6020-Travel & Entertainment,236.23,Travel & Entertainment charge
T004489,2026-05-16,U0179,,6040-IT Software,460.73,IT Software charge
T004490,2026-03-25,U0158,,6070-Utilities,153.81,Utilities charge
T004491,2026-04-18,U0272,,6070-Utilities,31.57,Utilities charge
T004492,2026-03-29,U0379,U0267,6090-Equipment,614.31,Equipment charge
T004493,2026-03-30,U0336,,6070-Utilities,962.75,Utilities charge
T004494,2026-06-08,U0220,U0214,6030-Professional Fees,657.39,Professional Fees charge
T004495,2026-03-08,U0078,,6070-Utilities,57.71,Utilities charge
T004496,2025-09-09,U0215,U0097,6090-Equipment,334.98,Equipment charge
T004497,2026-04-05,U0100,,6040-IT Software,4995.0,IT Software charge
T004498,2026-02-09,U0014,,6050-Facilities,42.94,Facilities charge
T004499,2026-06-01,U0363,U0145,6070-Utilities,2223.13,Utilities charge
T004500,2026-03-01,U0037,U0223,6020-Travel & Entertainment,149.21,Travel & Entertainment charge
T004501,2025-09-17,U0216,,6050-Facilities,1960.48,Facilities charge
T004502,2025-12-19,U0139,U0263,6090-Equipment,1394.73,Equipment charge
T004503,2026-02-21,U0289,U0171,6030-Professional Fees,182.98,Professional Fees charge
T004504,2025-09-02,U0075,U0062,6040-IT Software,141.73,IT Software charge
T004505,2026-08-11,U0014,U0293,6030-Professional Fees,724.45,Professional Fees charge
T004506,2026-07-28,U0278,,6040-IT Software,194.66,IT Software charge
T004507,2026-08-16,U0310,,6070-Utilities,551.55,Utilities charge
T004508,2026-05-04,U0287,U0119,6050-Facilities,289.71,Facilities charge
T004509,2025-10-10,U0210,U0203,6090-Equipment,69.46,Equipment charge
T004510,2026-03-11,U0297,,6040-IT Software,42.37,IT Software charge
T004511,2026-02-10,U0242,,6090-Equipment,632.29,Equipment charge
T004512,2026-05-28,U0362,U0070,6090-Equipment,265.68,Equipment charge
T004513,2026-06-09,U0282,,6100-Freight & Shipping,268.16,Freight & Shipping charge
T004514,2025-09-30,U0361,,6100-Freight & Shipping,1059.39,Freight & Shipping charge
T004515,2025-10-09,U0395,,6030-Professional Fees,1791.46,Professional Fees charge
T004516,2026-02-17,U0216,,6060-Marketing,365.11,Marketing charge
T004517,2026-03-12,U0066,,6080-Consulting,338.78,Consulting charge
T004518,2026-06-03,U0125,U0128,6040-IT Software,854.19,IT Software charge
T004519,2026-05-31,U0176,,6100-Freight & Shipping,110.76,Freight & Shipping charge
T004520,2025-09-29,U0029,U0149,6040-IT Software,629.84,IT Software charge
T004521,2025-12-06,U0221,,6050-Facilities,904.22,Facilities charge
T004522,2026-02-07,U0101,,6030-Professional Fees,1041.33,Professional Fees charge
T004523,2026-06-22,U0212,U0035,6080-Consulting,58.53,Consulting charge
T004524,2025-10-23,U0338,,6030-Professional Fees,213.26,Professional Fees charge
T004525,2025-12-08,U0273,U0232,6050-Facilities,187.52,Facilities charge
T004526,2025-12-10,U0054,,6040-IT Software,549.98,IT Software charge
T004527,2026-03-05,U0204,,6040-IT Software,836.16,IT Software charge
T004528,2025-12-24,U0181,,6010-Office Supplies,2556.47,Office Supplies charge
T004529,2025-09-06,U0168,U0061,6080-Consulting,285.87,Consulting charge
T004530,2026-07-13,U0032,,6070-Utilities,285.05,Utilities charge
T004531,2026-02-08,U0388,,6060-Marketing,1745.23,Marketing charge
T004532,2025-12-31,U0250,,6050-Facilities,682.82,Facilities charge
T004533,2026-06-13,U0071,U0236,6030-Professional Fees,1987.07,Professional Fees charge
T004534,2026-07-04,U0355,U0174,6050-Facilities,676.95,Facilities charge
T004535,2025-10-13,U0399,,6100-Freight & Shipping,137.99,Freight & Shipping charge
T004536,2026-04-03,U0017,,6020-Travel & Entertainment,113.7,Travel & Entertainment charge
T004537,2026-03-14,U0375,U0303,6100-Freight & Shipping,89.42,Freight & Shipping charge
T004538,2025-11-07,U0371,U0073,6030-Professional Fees,1020.71,Professional Fees charge
T004539,2026-06-02,U0234,,6030-Professional Fees,1821.57,Professional Fees charge
T004540,2025-11-17,U0074,,6020-Travel & Entertainment,3768.0,Travel & Entertainment charge
T004541,2026-03-25,U0372,,6030-Professional Fees,1245.65,Professional Fees charge
T004542,2026-06-19,U0359,U0114,6070-Utilities,1770.69,Utilities charge
T004543,2026-01-17,U0368,,6080-Consulting,260.34,Consulting charge
T004544,2025-09-02,U0053,U0388,6010-Office Supplies,138.1,Office Supplies charge
T004545,2026-07-22,U0369,,6060-Marketing,1255.25,Marketing charge
T004546,2026-07-19,U0318,U0086,6080-Consulting,780.12,Consulting charge
T004547,2025-09-24,U0023,U0192,6080-Consulting,554.57,Consulting charge
T004548,2026-05-11,U0356,U0268,6030-Professional Fees,754.54,Professional Fees charge
T004549,2025-11-14,U0072,U0111,6100-Freight & Shipping,703.1,Freight & Shipping charge
T004550,2026-02-17,U0030,,6090-Equipment,2022.72,Equipment charge
T004551,2026-08-28,U0017,,6030-Professional Fees,2047.72,Professional Fees charge
T004552,2025-09-09,U0231,,6070-Utilities,896.63,Utilities charge
T004553,2026-01-17,U0039,U0352,6050-Facilities,9900.0,Facilities charge
T004554,2025-09-22,U0192,,6100-Freight & Shipping,1249.36,Freight & Shipping charge
T004555,2026-05-16,U0369,,6100-Freight & Shipping,867.37,Freight & Shipping charge
T004556,2025-12-14,U0148,,6010-Office Supplies,296.7,Office Supplies charge
T004557,2026-03-01,U0365,U0322,6070-Utilities,1132.54,Utilities charge
T004558,2026-05-30,U0284,,6090-Equipment,106.28,Equipment charge
T004559,2026-02-25,U0219,,6070-Utilities,1570.71,Utilities charge
T004560,2026-07-17,U0355,,6040-IT Software,132.43,IT Software charge
T004561,2026-04-02,U0035,U0342,6030-Professional Fees,674.78,Professional Fees charge
T004562,2025-10-16,U0017,,6020-Travel & Entertainment,194.48,Travel & Entertainment charge
T004563,2026-03-15,U0320,,6010-Office Supplies,905.72,Office Supplies charge
T004564,2026-01-20,U0340,U0332,6080-Consulting,474.7,Consulting charge
T004565,2025-09-08,U0356,U0072,6040-IT Software,85.27,IT Software charge
T004566,2026-05-25,U0147,,6100-Freight & Shipping,782.72,Freight & Shipping charge
T004567,2026-06-14,U0140,,6030-Professional Fees,260.94,Professional Fees charge
T004568,2025-10-08,U0174,U0267,6100-Freight & Shipping,1298.88,Freight & Shipping charge
T004569,2025-09-25,U0324,,6060-Marketing,493.47,Marketing charge
T004570,2026-01-01,U0323,U0236,6100-Freight & Shipping,761.25,Freight & Shipping charge
T004571,2025-12-20,U0274,,6010-Office Supplies,171.86,Office Supplies charge
T004572,2025-11-04,U0128,,6070-Utilities,257.68,Utilities charge
T004573,2026-05-20,U0146,,6090-Equipment,297.52,Equipment charge
T004574,2026-02-17,U0238,U0098,6070-Utilities,1264.42,Utilities charge
T004575,2026-08-06,U0211,,6090-Equipment,3118.52,Equipment charge
T004576,2026-05-28,U0094,,6030-Professional Fees,203.22,Professional Fees charge
T004577,2026-05-28,U0066,,6040-IT Software,1610.88,IT Software charge
T004578,2026-04-12,U0029,,6090-Equipment,45.3,Equipment charge
T004579,2026-08-15,U0169,,6070-Utilities,132.47,Utilities charge
T004580,2026-05-16,U0286,,6010-Office Supplies,171.63,Office Supplies charge
T004581,2026-06-10,U0182,U0160,6040-IT Software,111.3,IT Software charge
T004582,2026-02-14,U0331,U0133,6100-Freight & Shipping,86.32,Freight & Shipping charge
T004583,2026-07-23,U0204,,6040-IT Software,776.11,IT Software charge
T004584,2026-08-17,U0194,U0292,6060-Marketing,389.37,Marketing charge
T004585,2026-05-09,U0362,,6050-Facilities,747.96,Facilities charge
T004586,2025-10-15,U0158,U0305,6020-Travel & Entertainment,1053.13,Travel & Entertainment charge
T004587,2026-08-17,U0221,,6030-Professional Fees,659.96,Professional Fees charge
T004588,2026-07-31,U0071,,6020-Travel & Entertainment,1015.91,Travel & Entertainment charge
T004589,2026-01-10,U0246,,6060-Marketing,456.47,Marketing charge
T004590,2026-02-10,U0204,,6020-Travel & Entertainment,133.53,Travel & Entertainment charge
T004591,2026-02-07,U0252,,6020-Travel & Entertainment,1577.5,Travel & Entertainment charge
T004592,2026-04-07,U0347,U0033,6040-IT Software,257.75,IT Software charge
T004593,2025-12-15,U0325,,6060-Marketing,176.06,Marketing charge
T004594,2025-10-27,U0040,,6070-Utilities,405.16,Utilities charge
T004595,2026-02-15,U0052,,6100-Freight & Shipping,180.53,Freight & Shipping charge
T004596,2026-01-22,U0101,U0314,6030-Professional Fees,311.32,Professional Fees charge
T004597,2026-02-04,U0125,,6100-Freight & Shipping,719.43,Freight & Shipping charge
T004598,2025-09-25,U0319,,6100-Freight & Shipping,722.83,Freight & Shipping charge
T004599,2026-08-02,U0252,,6010-Office Supplies,183.53,Office Supplies charge
T004600,2026-06-13,U0100,U0189,6050-Facilities,9800.0,Facilities charge
T004601,2026-04-13,U0127,,6040-IT Software,288.16,IT Software charge
T004602,2026-03-24,U0231,,6080-Consulting,1606.42,Consulting charge
T004603,2026-01-18,U0149,,6070-Utilities,850.68,Utilities charge
T004604,2025-11-18,U0337,,6070-Utilities,4829.85,Utilities charge
T004605,2026-01-15,U0280,U0080,6070-Utilities,1804.68,Utilities charge
T004606,2026-07-20,U0032,,6060-Marketing,1734.93,Marketing charge
T004607,2026-07-17,U0170,,6100-Freight & Shipping,107.06,Freight & Shipping charge
T004608,2026-08-30,U0090,,6090-Equipment,1141.67,Equipment charge
T004609,2026-07-18,U0257,,6030-Professional Fees,464.79,Professional Fees charge
T004610,2025-11-27,U0029,,6020-Travel & Entertainment,268.79,Travel & Entertainment charge
T004611,2026-07-30,U0181,,6040-IT Software,592.78,IT Software charge
T004612,2026-05-13,U0393,,6080-Consulting,1393.72,Consulting charge
T004613,2025-10-16,U0082,,6030-Professional Fees,854.84,Professional Fees charge
T004614,2026-07-08,U0126,,6060-Marketing,187.48,Marketing charge
T004615,2026-02-28,U0117,,6070-Utilities,4900.0,Utilities charge
T004616,2026-08-23,U0324,,6100-Freight & Shipping,1115.11,Freight & Shipping charge
T004617,2026-04-22,U0042,U0331,6080-Consulting,244.36,Consulting charge
T004618,2026-08-19,U0395,,6050-Facilities,625.37,Facilities charge
T004619,2025-11-24,U0350,U0158,6060-Marketing,352.95,Marketing charge
T004620,2026-06-05,U0361,,6030-Professional Fees,387.32,Professional Fees charge
T004621,2026-05-23,U0140,,6060-Marketing,1144.66,Marketing charge
T004622,2026-04-16,U0255,,6070-Utilities,156.93,Utilities charge
T004623,2025-09-19,U0336,,6080-Consulting,4186.89,Consulting charge
T004624,2026-01-13,U0354,,6040-IT Software,66.47,IT Software charge
T004625,2026-06-02,U0250,U0237,6080-Consulting,255.33,Consulting charge
T004626,2025-11-29,U0324,,6030-Professional Fees,740.43,Professional Fees charge
T004627,2026-07-11,U0152,,6010-Office Supplies,937.06,Office Supplies charge
T004628,2026-01-31,U0138,,6020-Travel & Entertainment,441.19,Travel & Entertainment charge
T004629,2026-04-27,U0268,,6020-Travel & Entertainment,462.6,Travel & Entertainment charge
T004630,2025-11-03,U0066,,6060-Marketing,774.03,Marketing charge
